Date,Open,High,Low,Close,Adj_Close,Volume
2025-02-04,4.22,4.25,4.21,4.21,4.21,30699453
2025-02-05,4.32,4.32,4.26,4.31,4.31,45456538
2025-02-06,4.38,4.43,4.39,4.39,4.39,47992724
2025-02-07,4.45,4.51,4.43,4.45,4.45,34872782
2025-02-08,4.51,4.51,4.46,4.5,4.5,33349245
2025-02-09,4.55,4.6,4.55,4.55,4.55,56295783
2025-02-10,4.53,4.59,4.49,4.52,4.52,59194273
2025-02-11,4.54,4.62,4.53,4.56,4.56,56055462
2025-02-12,4.56,4.61,4.57,4.58,4.58,30139397
2025-02-13,4.63,4.71,4.58,4.64,4.64,47310917
2025-02-14,4.73,4.73,4.69,4.72,4.72,52124593
2025-02-15,4.72,4.71,4.66,4.7,4.7,53844563
2025-02-16,4.65,4.67,4.63,4.64,4.64,25564924
2025-02-17,4.64,4.69,4.63,4.64,4.64,44662669
2025-02-18,4.72,4.74,4.71,4.71,4.71,66071960
2025-02-19,4.68,4.65,4.6,4.65,4.65,49577200
2025-02-20,4.62,4.65,4.62,4.64,4.64,62226738
2025-02-21,4.55,4.6,4.5,4.55,4.55,55808201
2025-02-22,4.52,4.54,4.51,4.52,4.52,50338056
2025-02-23,4.53,4.6,4.54,4.54,4.54,34043753
2025-02-24,4.55,4.57,4.51,4.54,4.54,57967854
2025-02-25,4.5,4.53,4.49,4.51,4.51,55703369
2025-02-26,4.59,4.65,4.57,4.58,4.58,44263501
2025-02-27,4.56,4.61,4.53,4.56,4.56,40575272
2025-02-28,4.48,4.49,4.4,4.48,4.48,72934131
2025-03-01,4.56,4.62,4.53,4.57,4.57,50167830
2025-03-02,4.62,4.66,4.59,4.62,4.62,55766660
2025-03-03,4.63,4.64,4.63,4.63,4.63,64371998
2025-03-04,4.58,4.62,4.52,4.59,4.59,56715782
2025-03-05,4.55,4.57,4.54,4.54,4.54,54612883
2025-03-06,4.57,4.56,4.53,4.55,4.55,46991182
2025-03-07,4.57,4.57,4.56,4.56,4.56,57362830
2025-03-08,4.53,4.53,4.4,4.5,4.5,38253826
2025-03-09,4.46,4.47,4.42,4.46,4.46,31794922
2025-03-10,4.48,4.57,4.47,4.48,4.48,58204970
2025-03-11,4.44,4.45,4.35,4.43,4.43,29541164
2025-03-12,4.48,4.49,4.41,4.48,4.48,56040096
2025-03-13,4.45,4.47,4.44,4.46,4.46,49763299
2025-03-14,4.51,4.53,4.47,4.51,4.51,45629675
2025-03-15,4.48,4.62,4.48,4.49,4.49,56890594
2025-03-16,4.52,4.61,4.49,4.52,4.52,43056358
2025-03-17,4.55,4.59,4.5,4.54,4.54,41726422
2025-03-18,4.64,4.62,4.56,4.62,4.62,47176726
2025-03-19,4.59,4.62,4.54,4.59,4.59,61333461
2025-03-20,4.69,4.77,4.65,4.69,4.69,58189658
2025-03-21,4.73,4.86,4.72,4.76,4.76,40013505
2025-03-22,4.75,4.76,4.69,4.73,4.73,59152946
2025-03-23,4.7,4.74,4.59,4.7,4.7,52905711
2025-03-24,4.74,4.75,4.68,4.72,4.72,64574653
2025-03-25,4.77,4.76,4.76,4.76,4.76,47688851
2025-03-26,4.72,4.77,4.65,4.72,4.72,44785907
2025-03-27,4.7,4.66,4.59,4.66,4.66,58198807
2025-03-28,4.58,4.61,4.55,4.58,4.58,59469023
2025-03-29,4.66,4.71,4.64,4.65,4.65,58116111
2025-03-30,4.68,4.66,4.59,4.66,4.66,64501842
2025-03-31,4.57,4.59,4.56,4.58,4.58,47248403
2025-04-01,4.55,4.58,4.54,4.57,4.57,34744569
2025-04-02,4.59,4.61,4.6,4.6,4.6,53089080
2025-04-03,4.64,4.68,4.61,4.63,4.63,41554293
2025-04-04,4.71,4.74,4.67,4.72,4.72,37736053
2025-04-05,4.75,4.73,4.7,4.73,4.73,42207499
2025-04-06,4.72,4.73,4.63,4.72,4.72,41049980
2025-04-07,4.75,4.77,4.73,4.73,4.73,40805452
2025-04-08,4.81,4.86,4.77,4.81,4.81,58987985
2025-04-09,4.84,4.84,4.79,4.84,4.84,48537845
2025-04-10,4.83,4.89,4.78,4.84,4.84,34080961
2025-04-11,4.8,4.83,4.77,4.79,4.79,52674863
2025-04-12,4.77,4.79,4.67,4.78,4.78,44520077
2025-04-13,4.71,4.73,4.67,4.72,4.72,67818203
2025-04-14,4.73,4.75,4.73,4.75,4.75,48289851
2025-04-15,4.79,4.83,4.74,4.77,4.77,54044567
2025-04-16,4.73,4.79,4.67,4.72,4.72,55045227
2025-04-17,4.68,4.71,4.63,4.69,4.69,54672870
2025-04-18,4.74,4.79,4.65,4.73,4.73,55344260
2025-04-19,4.74,4.75,4.73,4.73,4.73,27619226
2025-04-20,4.78,4.78,4.74,4.76,4.76,57784793
2025-04-21,4.74,4.77,4.67,4.73,4.73,73012773
2025-04-22,4.72,4.72,4.63,4.7,4.7,49771462
2025-04-23,4.68,4.73,4.65,4.68,4.68,60210881
2025-04-24,4.64,4.67,4.5,4.63,4.63,59994897
2025-04-25,4.61,4.67,4.58,4.61,4.61,51274753
2025-04-26,4.68,4.72,4.64,4.65,4.65,57467065
2025-04-27,4.65,4.63,4.56,4.63,4.63,52527967
2025-04-28,4.7,4.82,4.69,4.7,4.7,53315737
2025-04-29,4.75,4.77,4.72,4.75,4.75,60688127
2025-04-30,4.79,4.84,4.78,4.79,4.79,54996372
2025-05-01,4.81,4.9,4.79,4.81,4.81,34164096
2025-05-02,4.8,4.8,4.78,4.78,4.78,52234706
2025-05-03,4.74,4.76,4.67,4.73,4.73,45882885
2025-05-04,4.67,4.72,4.67,4.68,4.68,53029853
2025-05-05,4.67,4.75,4.67,4.69,4.69,49636121
2025-05-06,4.82,4.87,4.79,4.8,4.8,58341413
2025-05-07,4.82,4.89,4.77,4.83,4.83,49051532
2025-05-08,4.9,4.98,4.87,4.9,4.9,45689369
2025-05-09,4.89,5.0,4.83,4.9,4.9,41839366
2025-05-10,4.88,4.88,4.85,4.87,4.87,34460801
2025-05-11,4.92,4.92,4.84,4.92,4.92,59734265
2025-05-12,4.9,4.93,4.89,4.89,4.89,46528546
2025-05-13,4.9,4.89,4.84,4.88,4.88,49020830
2025-05-14,4.9,4.9,4.85,4.89,4.89,33640868
2025-05-15,4.81,4.89,4.83,4.84,4.84,47396689
2025-05-16,4.87,4.9,4.83,4.85,4.85,50035419
2025-05-17,4.86,4.88,4.8,4.85,4.85,48555832
2025-05-18,4.78,4.85,4.75,4.79,4.79,55804480
2025-05-19,4.8,4.82,4.76,4.79,4.79,70525619
2025-05-20,4.84,4.85,4.79,4.83,4.83,47207946
2025-05-21,4.82,4.87,4.72,4.79,4.79,56867713
2025-05-22,4.92,4.95,4.85,4.91,4.91,45171263
2025-05-23,4.85,4.9,4.84,4.85,4.85,55111383
2025-05-24,4.81,4.86,4.78,4.81,4.81,38497219
2025-05-25,4.84,4.85,4.84,4.84,4.84,30449656
2025-05-26,4.83,4.86,4.81,4.84,4.84,64321687
2025-05-27,4.82,4.82,4.78,4.8,4.8,64552866
2025-05-28,4.84,4.84,4.8,4.84,4.84,35516650
2025-05-29,4.76,4.79,4.76,4.78,4.78,63542932
2025-05-30,4.82,4.87,4.71,4.82,4.82,34737737
2025-05-31,4.91,4.96,4.85,4.88,4.88,30965713
2025-06-01,4.91,5.03,4.91,4.92,4.92,48092106
2025-06-02,4.94,4.97,4.88,4.93,4.93,43018515
2025-06-03,4.91,4.93,4.89,4.9,4.9,40415821
2025-06-04,4.89,4.95,4.83,4.85,4.85,40624902
2025-06-05,4.92,5.01,4.84,4.89,4.89,36320189
2025-06-06,4.93,4.97,4.89,4.93,4.93,57060284
2025-06-07,4.92,4.96,4.88,4.91,4.91,64321339
2025-06-08,4.93,4.92,4.9,4.92,4.92,55059445
2025-06-09,5.06,5.09,5.01,5.02,5.02,50609155
2025-06-10,5.03,5.06,5.0,5.01,5.01,56243260
2025-06-11,5.06,5.06,4.98,5.03,5.03,56255296
2025-06-12,5.06,5.06,5.01,5.05,5.05,58926504
2025-06-13,5.1,5.1,5.04,5.09,5.09,72439940
2025-06-14,5.22,5.21,5.17,5.18,5.18,61344092
2025-06-15,5.24,5.3,5.23,5.25,5.25,46362045
2025-06-16,5.2,5.21,5.14,5.21,5.21,51508980
2025-06-17,5.22,5.23,5.2,5.22,5.22,51629597
2025-06-18,5.11,5.14,5.09,5.11,5.11,42595173
2025-06-19,5.11,5.09,5.06,5.09,5.09,47562895
2025-06-20,4.99,5.02,4.97,5.0,5.0,49071195
2025-06-21,4.91,4.99,4.85,4.93,4.93,56862735
2025-06-22,4.92,4.98,4.94,4.95,4.95,57387170
2025-06-23,5.07,5.09,5.05,5.06,5.06,62171269
2025-06-24,5.1,5.09,4.9,5.09,5.09,41414899
2025-06-25,5.14,5.26,5.13,5.18,5.18,57336123
2025-06-26,5.07,5.12,5.03,5.07,5.07,48246030
2025-06-27,5.02,5.04,4.87,5.01,5.01,51874842
2025-06-28,4.98,5.03,4.95,4.97,4.97,41990615
2025-06-29,4.9,4.97,4.9,4.94,4.94,53297455
2025-06-30,4.99,5.04,4.98,4.99,4.99,52060318
2025-07-01,4.93,4.97,4.93,4.94,4.94,43499018
2025-07-02,4.92,4.97,4.81,4.9,4.9,35704785
2025-07-03,4.87,4.94,4.81,4.86,4.86,61812126
2025-07-04,4.76,4.78,4.76,4.76,4.76,51673448
2025-07-05,4.74,4.77,4.67,4.74,4.74,53959728
2025-07-06,4.75,4.79,4.7,4.76,4.76,57676553
2025-07-07,4.76,4.79,4.67,4.75,4.75,26146770
2025-07-08,4.76,4.77,4.72,4.75,4.75,61905514
2025-07-09,4.78,4.79,4.74,4.76,4.76,45197725
2025-07-10,4.74,4.77,4.73,4.74,4.74,53222729
2025-07-11,4.71,4.76,4.69,4.72,4.72,63675775
2025-07-12,4.71,4.73,4.69,4.72,4.72,42373679
2025-07-13,4.72,4.72,4.65,4.72,4.72,41625558
2025-07-14,4.7,4.78,4.69,4.7,4.7,41637144
2025-07-15,4.65,4.67,4.63,4.64,4.64,53192441
2025-07-16,4.66,4.72,4.65,4.66,4.66,61143479
2025-07-17,4.59,4.61,4.56,4.59,4.59,59571857
2025-07-18,4.55,4.67,4.54,4.56,4.56,51767324
2025-07-19,4.54,4.56,4.52,4.54,4.54,46437614
2025-07-20,4.5,4.57,4.49,4.5,4.5,39477735
2025-07-21,4.47,4.52,4.41,4.46,4.46,42001707
2025-07-22,4.5,4.53,4.46,4.49,4.49,43388498
2025-07-23,4.55,4.73,4.51,4.57,4.57,65734325
2025-07-24,4.52,4.51,4.45,4.5,4.5,36569690
2025-07-25,4.46,4.49,4.45,4.48,4.48,39918515
2025-07-26,4.5,4.54,4.48,4.49,4.49,43872205
2025-07-27,4.51,4.53,4.48,4.49,4.49,43925948
2025-07-28,4.41,4.46,4.36,4.42,4.42,35600966
2025-07-29,4.41,4.52,4.41,4.43,4.43,55483182
2025-07-30,4.42,4.46,4.43,4.43,4.43,47837592
2025-07-31,4.47,4.47,4.44,4.46,4.46,60302335
2025-08-01,4.41,4.47,4.35,4.41,4.41,65582204
2025-08-02,4.41,4.43,4.35,4.41,4.41,41121242
2025-08-03,4.36,4.39,4.36,4.37,4.37,61153888
2025-08-04,4.37,4.42,4.37,4.38,4.38,50930775
2025-08-05,4.47,4.54,4.41,4.46,4.46,57845689
2025-08-06,4.52,4.58,4.48,4.5,4.5,52198619
2025-08-07,4.48,4.49,4.41,4.48,4.48,53574098
2025-08-08,4.49,4.51,4.46,4.49,4.49,38574934
2025-08-09,4.5,4.54,4.49,4.5,4.5,41947058
2025-08-10,4.44,4.48,4.41,4.45,4.45,30507981
2025-08-11,4.54,4.55,4.5,4.54,4.54,39488517
2025-08-12,4.56,4.65,4.54,4.57,4.57,53206921
2025-08-13,4.63,4.63,4.54,4.62,4.62,43925884
2025-08-14,4.57,4.66,4.52,4.58,4.58,35443752
2025-08-15,4.54,4.55,4.49,4.53,4.53,66617039
2025-08-16,4.5,4.52,4.45,4.51,4.51,37351758
2025-08-17,4.51,4.56,4.49,4.52,4.52,48981329
2025-08-18,4.51,4.57,4.45,4.51,4.51,45731101
2025-08-19,4.45,4.51,4.44,4.47,4.47,52393688
2025-08-20,4.52,4.5,4.48,4.5,4.5,48761984
2025-08-21,4.48,4.49,4.46,4.48,4.48,47252283
2025-08-22,4.53,4.55,4.47,4.54,4.54,65200358
2025-08-23,4.53,4.59,4.48,4.54,4.54,37856131
2025-08-24,4.51,4.57,4.48,4.52,4.52,77706504
2025-08-25,4.5,4.54,4.48,4.52,4.52,70778784
2025-08-26,4.51,4.52,4.49,4.51,4.51,54610527
2025-08-27,4.54,4.59,4.49,4.53,4.53,34368949
2025-08-28,4.5,4.53,4.48,4.48,4.48,42664665
2025-08-29,4.57,4.64,4.55,4.56,4.56,69533408
2025-08-30,4.62,4.63,4.58,4.6,4.6,52402839
2025-08-31,4.68,4.68,4.61,4.67,4.67,49763484
2025-09-01,4.6,4.72,4.55,4.61,4.61,43989046
2025-09-02,4.65,4.69,4.63,4.63,4.63,54960953
2025-09-03,4.69,4.74,4.65,4.68,4.68,49426772
2025-09-04,4.74,4.81,4.68,4.75,4.75,43111278
2025-09-05,4.67,4.71,4.6,4.67,4.67,61542357
2025-09-06,4.65,4.67,4.63,4.63,4.63,54307836
2025-09-07,4.64,4.63,4.61,4.62,4.62,66116262
2025-09-08,4.64,4.65,4.62,4.64,4.64,50626141
2025-09-09,4.58,4.59,4.56,4.59,4.59,42191930
2025-09-10,4.62,4.68,4.6,4.64,4.64,67499698
2025-09-11,4.6,4.62,4.55,4.6,4.6,39378130
2025-09-12,4.51,4.54,4.49,4.51,4.51,29224255
2025-09-13,4.49,4.54,4.5,4.52,4.52,50973513
2025-09-14,4.5,4.59,4.43,4.5,4.5,50971965
2025-09-15,4.52,4.57,4.46,4.51,4.51,42589854
2025-09-16,4.5,4.54,4.45,4.5,4.5,37564077
2025-09-17,4.55,4.58,4.56,4.57,4.57,53632360
2025-09-18,4.6,4.6,4.6,4.6,4.6,49759270
2025-09-19,4.58,4.62,4.57,4.6,4.6,69485205
2025-09-20,4.55,4.66,4.5,4.54,4.54,46923767
2025-09-21,4.51,4.57,4.52,4.52,4.52,46786627
2025-09-22,4.5,4.54,4.46,4.5,4.5,61574755
2025-09-23,4.44,4.44,4.36,4.44,4.44,63933982
2025-09-24,4.47,4.48,4.42,4.47,4.47,38725461
2025-09-25,4.4,4.46,4.36,4.41,4.41,49337777
2025-09-26,4.35,4.41,4.31,4.35,4.35,45419116
2025-09-27,4.31,4.34,4.23,4.32,4.32,41818597
2025-09-28,4.26,4.29,4.25,4.28,4.28,46528513
2025-09-29,4.26,4.28,4.19,4.26,4.26,40118626
2025-09-30,4.18,4.2,4.19,4.2,4.2,50355839
2025-10-01,4.15,4.25,4.13,4.19,4.19,48258311
2025-10-02,4.18,4.19,4.17,4.18,4.18,36713708
2025-10-03,4.22,4.21,4.19,4.2,4.2,37137933
2025-10-04,4.23,4.21,4.13,4.21,4.21,46036169
2025-10-05,4.18,4.21,4.19,4.2,4.2,52282803
2025-10-06,4.22,4.23,4.18,4.22,4.22,48525985
2025-10-07,4.22,4.28,4.17,4.21,4.21,52316477
2025-10-08,4.26,4.27,4.25,4.27,4.27,59901294
2025-10-09,4.22,4.28,4.24,4.24,4.24,46999431
2025-10-10,4.2,4.24,4.19,4.22,4.22,24080323
2025-10-11,4.21,4.24,4.18,4.22,4.22,50736513
2025-10-12,4.2,4.2,4.18,4.19,4.19,55086925
2025-10-13,4.25,4.28,4.24,4.25,4.25,50339976
2025-10-14,4.26,4.29,4.27,4.27,4.27,51292621
2025-10-15,4.32,4.32,4.29,4.31,4.31,56521486
2025-10-16,4.34,4.37,4.28,4.33,4.33,48397381
2025-10-17,4.35,4.4,4.32,4.36,4.36,33794972
2025-10-18,4.34,4.35,4.22,4.34,4.34,59634281
2025-10-19,4.37,4.37,4.32,4.36,4.36,38375762
2025-10-20,4.3,4.34,4.22,4.31,4.31,66395318
2025-10-21,4.29,4.35,4.24,4.28,4.28,59689390
2025-10-22,4.27,4.32,4.29,4.29,4.29,66550239
2025-10-23,4.31,4.32,4.25,4.29,4.29,46598498
2025-10-24,4.3,4.32,4.3,4.31,4.31,49548386
2025-10-25,4.3,4.3,4.22,4.28,4.28,38622808
2025-10-26,4.25,4.3,4.17,4.25,4.25,38091674
2025-10-27,4.22,4.28,4.22,4.24,4.24,41980105
2025-10-28,4.24,4.26,4.24,4.25,4.25,47182775
2025-10-29,4.25,4.3,4.17,4.23,4.23,57788233
2025-10-30,4.29,4.27,4.26,4.27,4.27,44466656
2025-10-31,4.26,4.26,4.18,4.26,4.26,50390812
2025-11-01,4.2,4.21,4.17,4.19,4.19,63359044
2025-11-02,4.22,4.26,4.19,4.21,4.21,48512265
2025-11-03,4.25,4.27,4.16,4.27,4.27,49097900
2025-11-04,4.28,4.32,4.24,4.29,4.29,53439651
2025-11-05,4.33,4.36,4.29,4.33,4.33,49614482
2025-11-06,4.29,4.32,4.29,4.29,4.29,55133517
2025-11-07,4.31,4.31,4.23,4.31,4.31,61702977
2025-11-08,4.34,4.45,4.25,4.33,4.33,47170026
2025-11-09,4.32,4.39,4.29,4.33,4.33,53948393
