Date,Open,High,Low,Close,Adj_Close,Volume
2025-04-17,5657.41,5667.25,5627.0,5635.16,5635.16,3677488885
2025-04-18,5613.57,5642.55,5619.05,5628.69,5628.69,2570112465
2025-04-19,5623.59,5662.04,5601.85,5632.38,5632.38,3772695159
2025-04-20,5615.45,5627.69,5586.15,5598.39,5598.39,2632538852
2025-04-21,5616.49,5672.1,5559.8,5638.59,5638.59,2925178817
2025-04-22,5645.91,5647.82,5590.78,5629.26,5629.26,3431276761
2025-04-23,5653.41,5683.58,5638.43,5642.55,5642.55,1998900442
2025-04-24,5608.94,5638.81,5613.96,5618.87,5618.87,3092887538
2025-04-25,5631.28,5761.15,5615.19,5624.34,5624.34,3101369092
2025-04-26,5539.33,5630.29,5486.34,5566.38,5566.38,3140536949
2025-04-27,5574.74,5689.09,5539.47,5578.12,5578.12,3225962579
2025-04-28,5546.32,5618.12,5458.39,5547.3,5547.3,2053317364
2025-04-29,5568.38,5660.6,5520.5,5588.87,5588.87,2401163014
2025-04-30,5704.45,5709.74,5658.62,5694.91,5694.91,4260685556
2025-05-01,5722.42,5781.17,5722.55,5745.92,5745.92,2451579689
2025-05-02,5692.15,5750.99,5658.69,5684.45,5684.45,3016012021
2025-05-03,5634.98,5723.55,5622.99,5666.86,5666.86,2898514813
2025-05-04,5595.1,5585.68,5564.31,5578.48,5578.48,2337722275
2025-05-05,5588.4,5587.41,5528.78,5582.02,5582.02,2551640831
2025-05-06,5491.25,5533.1,5448.07,5485.78,5485.78,3129118400
2025-05-07,5431.27,5440.82,5401.83,5422.62,5422.62,2822617156
2025-05-08,5493.21,5543.5,5484.43,5484.77,5484.77,3255799112
2025-05-09,5511.32,5633.26,5509.87,5534.74,5534.74,2727585672
2025-05-10,5436.36,5473.68,5412.19,5453.36,5453.36,2931814224
2025-05-11,5413.04,5432.72,5378.01,5431.69,5431.69,3184981571
2025-05-12,5456.76,5488.05,5417.61,5459.58,5459.58,3248311429
2025-05-13,5461.65,5493.65,5395.31,5483.74,5483.74,2221615412
2025-05-14,5388.37,5438.96,5375.65,5397.25,5397.25,3543629381
2025-05-15,5411.06,5446.19,5383.56,5413.98,5413.98,2612484318
2025-05-16,5377.54,5403.91,5318.01,5383.78,5383.78,3754128702
2025-05-17,5434.58,5462.2,5439.9,5451.0,5451.0,3338250630
2025-05-18,5444.45,5456.76,5441.28,5442.82,5442.82,2939283028
2025-05-19,5495.54,5527.76,5426.59,5465.09,5465.09,3849013283
2025-05-20,5463.25,5470.36,5450.75,5461.86,5461.86,2689303088
2025-05-21,5481.14,5519.2,5477.64,5500.99,5500.99,2835574114
2025-05-22,5440.88,5511.97,5409.58,5461.49,5461.49,3547927443
2025-05-23,5498.03,5513.69,5499.44,5500.72,5500.72,1943147301
2025-05-24,5583.84,5596.21,5483.16,5569.97,5569.97,2348951069
2025-05-25,5685.36,5738.0,5659.05,5675.0,5675.0,2641496928
2025-05-26,5773.27,5869.17,5714.02,5767.71,5767.71,3228387697
2025-05-27,5739.35,5786.2,5660.73,5739.68,5739.68,2179813439
2025-05-28,5789.92,5794.11,5733.93,5775.67,5775.67,3112476748
2025-05-29,5844.83,5836.88,5811.29,5825.2,5825.2,2545545178
2025-05-30,5844.31,5885.13,5857.09,5862.48,5862.48,2962332568
2025-05-31,5927.6,5962.55,5786.05,5909.59,5909.59,2183105915
2025-06-01,5958.5,5961.38,5898.43,5937.6,5937.6,3435907294
2025-06-02,5930.91,6023.68,5897.35,5908.19,5908.19,2420406613
2025-06-03,5920.77,5977.9,5913.92,5923.38,5923.38,3690295616
2025-06-04,6022.26,6037.38,5969.44,5976.5,5976.5,3629414849
2025-06-05,6012.08,6030.61,5864.54,6007.08,6007.08,2804472417
2025-06-06,5946.95,5978.49,5917.73,5944.22,5944.22,3657456256
2025-06-07,5891.46,5949.87,5893.82,5895.02,5895.02,2588113224
2025-06-08,5884.71,5893.31,5766.82,5873.85,5873.85,3035556986
2025-06-09,5834.54,5887.56,5859.08,5864.75,5864.75,2969911003
2025-06-10,5893.63,5885.33,5845.92,5876.91,5876.91,3372664711
2025-06-11,5811.47,5827.2,5795.21,5822.43,5822.43,2609147049
2025-06-12,5850.13,5904.8,5867.33,5871.62,5871.62,3221614295
2025-06-13,5754.42,5768.86,5720.24,5765.49,5765.49,3419455056
2025-06-14,5808.72,5854.18,5657.44,5798.85,5798.85,2662197436
2025-06-15,5845.22,5870.26,5805.52,5831.13,5831.13,3703873268
2025-06-16,5851.14,5920.0,5862.74,5871.6,5871.6,3189937348
2025-06-17,5681.16,5749.32,5608.74,5694.45,5694.45,3304566830
2025-06-18,5590.05,5631.77,5614.9,5620.47,5620.47,2954448543
2025-06-19,5611.67,5655.54,5573.48,5603.46,5603.46,4358714366
2025-06-20,5622.18,5725.09,5583.87,5615.69,5615.69,2824583044
2025-06-21,5606.44,5667.31,5586.25,5613.92,5613.92,3878102899
2025-06-22,5560.43,5693.41,5449.02,5571.05,5571.05,2746366309
2025-06-23,5630.83,5710.85,5605.89,5645.31,5645.31,2698113316
2025-06-24,5694.54,5713.89,5637.71,5666.43,5666.43,1766666465
2025-06-25,5686.6,5679.41,5604.18,5646.89,5646.89,3413992763
2025-06-26,5584.38,5648.14,5562.58,5593.95,5593.95,3575328997
2025-06-27,5598.15,5698.26,5589.16,5600.56,5600.56,3521872505
2025-06-28,5677.62,5678.25,5644.47,5673.86,5673.86,2605870591
2025-06-29,5711.7,5758.94,5647.92,5678.69,5678.69,3590091917
2025-06-30,5708.26,5693.55,5611.9,5679.71,5679.71,3157689071
2025-07-01,5667.21,5739.97,5599.49,5686.31,5686.31,3181815221
2025-07-02,5703.83,5714.64,5674.97,5696.01,5696.01,2168213054
2025-07-03,5664.22,5695.7,5677.64,5685.58,5685.58,2632326228
2025-07-04,5630.63,5642.95,5591.64,5633.11,5633.11,2650607222
2025-07-05,5708.34,5776.66,5704.48,5722.06,5722.06,3297657887
2025-07-06,5765.34,5778.85,5726.81,5761.4,5761.4,4165231753
2025-07-07,5898.92,5933.48,5868.32,5886.25,5886.25,3632123846
2025-07-08,5907.53,6005.57,5896.22,5918.48,5918.48,2677158240
2025-07-09,5927.53,6035.61,5874.65,5907.75,5907.75,3149466134
2025-07-10,5846.32,6018.93,5740.07,5854.83,5854.83,2779689352
2025-07-11,5840.02,5855.88,5782.13,5838.44,5838.44,3325266878
2025-07-12,5786.66,5837.11,5758.14,5774.04,5774.04,2779877860
2025-07-13,5899.55,5933.15,5848.74,5898.06,5898.06,2522929453
2025-07-14,5883.54,5960.18,5858.62,5900.0,5900.0,3283714396
2025-07-15,5965.55,5965.52,5917.88,5949.33,5949.33,3496155546
2025-07-16,5979.22,6025.41,5921.8,6009.54,6009.54,3540418841
2025-07-17,6084.04,6123.32,6066.51,6077.5,6077.5,2653181691
2025-07-18,6231.13,6235.84,6211.89,6235.39,6235.39,4052249643
2025-07-19,6239.9,6345.16,6222.29,6232.55,6232.55,2434172904
2025-07-20,6231.04,6231.7,6202.37,6224.34,6224.34,3411504594
2025-07-21,6239.32,6309.23,6220.18,6237.69,6237.69,2290339305
2025-07-22,6287.7,6287.65,6199.4,6287.5,6287.5,3411711248
2025-07-23,6317.14,6331.08,6292.99,6301.89,6301.89,3535599936
2025-07-24,6273.83,6337.06,6210.37,6288.1,6288.1,2777237139
2025-07-25,6245.79,6294.68,6232.0,6246.22,6246.22,3086365439
2025-07-26,6214.84,6285.52,6193.66,6200.98,6200.98,3360035348
2025-07-27,6233.93,6353.77,6131.62,6220.79,6220.79,3359770475
2025-07-28,6161.53,6175.25,6154.84,6161.76,6161.76,3012200052
2025-07-29,6051.91,6077.23,6031.05,6053.06,6053.06,2837869987
2025-07-30,6079.54,6071.77,6055.99,6063.07,6063.07,3396171584
2025-07-31,6123.32,6202.53,6057.12,6136.59,6136.59,3014435627
2025-08-01,6189.78,6201.98,6149.85,6180.27,6180.27,3710112570
2025-08-02,6159.68,6213.1,6164.89,6182.25,6182.25,3208509070
2025-08-03,6233.38,6306.04,6184.77,6210.26,6210.26,3310933050
2025-08-04,6122.39,6173.03,6066.78,6111.07,6111.07,2943813481
2025-08-05,6075.37,6201.22,5982.91,6071.99,6071.99,2285227216
2025-08-06,6174.2,6194.48,6037.04,6176.91,6176.91,2919220643
2025-08-07,6257.86,6290.14,6209.56,6253.14,6253.14,3405921453
2025-08-08,6189.82,6253.75,6163.39,6211.77,6211.77,3248234700
2025-08-09,6294.28,6370.77,6318.26,6323.85,6323.85,3048967639
2025-08-10,6314.24,6283.52,6188.75,6281.62,6281.62,3311174166
2025-08-11,6228.39,6297.85,6173.37,6233.05,6233.05,2716199694
2025-08-12,6364.05,6334.62,6197.8,6331.9,6331.9,2641290518
2025-08-13,6465.0,6498.87,6410.3,6417.87,6417.87,3429472843
2025-08-14,6384.91,6454.32,6303.79,6383.31,6383.31,3075357055
2025-08-15,6384.82,6388.18,6357.09,6383.36,6383.36,3181051232
2025-08-16,6375.33,6412.08,6341.41,6364.74,6364.74,3010496475
2025-08-17,6417.06,6434.23,6353.87,6400.01,6400.01,3246974505
2025-08-18,6526.12,6515.38,6450.51,6503.53,6503.53,2653662390
2025-08-19,6525.83,6544.67,6432.3,6541.39,6541.39,2863768554
2025-08-20,6516.24,6548.22,6423.69,6537.21,6537.21,3625682425
2025-08-21,6457.42,6484.86,6395.97,6452.47,6452.47,2023580609
2025-08-22,6518.41,6568.9,6364.31,6505.89,6505.89,4355129792
2025-08-23,6450.59,6527.14,6357.49,6429.58,6429.58,3093364828
2025-08-24,6381.85,6505.55,6368.32,6420.76,6420.76,2937218584
2025-08-25,6481.53,6502.85,6428.94,6485.5,6485.5,2576107482
2025-08-26,6547.27,6583.23,6536.01,6541.35,6541.35,3695485082
2025-08-27,6578.15,6737.84,6596.71,6599.49,6599.49,3614211813
2025-08-28,6638.99,6822.25,6602.12,6648.91,6648.91,2939829596
2025-08-29,6634.22,6666.74,6620.2,6661.93,6661.93,3306168540
2025-08-30,6696.31,6691.09,6606.57,6685.4,6685.4,3510058342
2025-08-31,6680.28,6702.46,6644.59,6694.89,6694.89,3251275180
2025-09-01,6724.62,6801.99,6637.8,6730.55,6730.55,3300177375
2025-09-02,6762.7,6861.79,6668.01,6769.94,6769.94,3292546174
2025-09-03,6791.36,6798.12,6741.41,6782.35,6782.35,2767786527
2025-09-04,6811.2,6829.52,6718.89,6820.59,6820.59,3145744230
2025-09-05,6783.98,6779.93,6776.17,6777.29,6777.29,3552911254
2025-09-06,6761.62,6772.21,6757.26,6759.88,6759.88,2766721341
2025-09-07,6755.43,6827.96,6717.45,6778.84,6778.84,3302794918
2025-09-08,6919.57,6922.92,6893.33,6912.62,6912.62,3243225869
2025-09-09,6943.63,7020.58,6950.9,6952.64,6952.64,2634495573
2025-09-10,6965.48,7087.85,6883.57,6946.75,6946.75,2421602597
2025-09-11,6927.67,6938.29,6854.04,6934.93,6934.93,2684382847
2025-09-12,6952.63,7088.34,6898.12,6990.0,6990.0,2826271493
2025-09-13,6970.83,7003.25,6845.71,6986.7,6986.7,3738916261
2025-09-14,7040.64,7073.92,6914.76,7034.72,7034.72,2194945340
2025-09-15,7055.49,7136.08,7031.9,7074.23,7074.23,4196785085
2025-09-16,6999.53,7113.79,6949.3,6989.62,6989.62,3011065650
2025-09-17,7027.79,7055.66,6920.76,7026.16,7026.16,3539260356
2025-09-18,7067.35,7088.38,6985.18,7062.39,7062.39,2190358365
2025-09-19,7122.24,7204.87,7038.15,7122.18,7122.18,3572865858
2025-09-20,7040.9,7121.13,6990.65,7066.12,7066.12,2949081999
2025-09-21,7157.92,7162.67,7100.82,7146.97,7146.97,2892871821
2025-09-22,7124.85,7189.07,7116.84,7138.62,7138.62,2274630272
2025-09-23,7247.9,7402.29,7144.44,7284.12,7284.12,3414676746
2025-09-24,7458.59,7438.66,7377.05,7415.42,7415.42,2802816238
2025-09-25,7387.58,7378.64,7369.2,7374.03,7374.03,3345260523
2025-09-26,7275.75,7379.53,7246.37,7276.75,7276.75,2850200620
2025-09-27,7338.45,7424.89,7310.66,7331.13,7331.13,3057296972
2025-09-28,7253.06,7382.21,7256.59,7274.68,7274.68,2742222920
2025-09-29,7359.84,7418.22,7321.25,7361.8,7361.8,3381178225
2025-09-30,7413.82,7472.16,7340.58,7404.48,7404.48,2965858396
2025-10-01,7284.44,7322.55,7255.44,7300.55,7300.55,2734085244
2025-10-02,7379.62,7441.8,7288.39,7361.3,7361.3,1862643953
2025-10-03,7394.24,7470.49,7349.0,7375.08,7375.08,2914368170
2025-10-04,7431.69,7426.56,7306.58,7409.16,7409.16,2536442433
2025-10-05,7530.26,7581.84,7488.24,7525.79,7525.79,2555418597
2025-10-06,7532.95,7520.38,7472.29,7519.77,7519.77,4137351689
2025-10-07,7590.11,7645.55,7543.16,7580.53,7580.53,2899671272
2025-10-08,7505.86,7563.6,7516.71,7538.96,7538.96,2012350548
2025-10-09,7516.27,7560.38,7457.95,7499.47,7499.47,2449402079
2025-10-10,7504.74,7522.32,7402.82,7486.86,7486.86,3239101412
2025-10-11,7441.92,7530.09,7242.8,7444.16,7444.16,3305140843
2025-10-12,7469.97,7496.07,7480.19,7490.16,7490.16,3845854237
2025-10-13,7403.28,7412.75,7277.64,7394.77,7394.77,2567188664
2025-10-14,7464.7,7464.88,7407.74,7459.81,7459.81,2091856474
2025-10-15,7397.54,7411.7,7381.73,7406.73,7406.73,2315444800
2025-10-16,7419.96,7582.63,7361.54,7438.41,7438.41,2888347603
2025-10-17,7388.59,7452.48,7237.96,7353.81,7353.81,3181533983
2025-10-18,7402.39,7431.44,7384.45,7392.62,7392.62,3978983603
2025-10-19,7464.72,7488.42,7428.84,7476.45,7476.45,3522157479
2025-10-20,7468.6,7505.47,7459.5,7480.92,7480.92,3706527616
2025-10-21,7560.61,7614.24,7542.99,7600.51,7600.51,2387738928
2025-10-22,7547.41,7628.43,7530.6,7593.68,7593.68,2579571834
2025-10-23,7570.75,7636.17,7579.72,7628.71,7628.71,2974566296
2025-10-24,7548.84,7633.77,7500.09,7561.93,7561.93,3100436112
2025-10-25,7596.21,7670.47,7533.16,7598.86,7598.86,3088486154
2025-10-26,7559.55,7606.73,7554.48,7559.49,7559.49,3124693540
2025-10-27,7488.5,7570.68,7355.06,7508.81,7508.81,2756685986
2025-10-28,7655.54,7689.85,7548.18,7631.21,7631.21,2584479932
2025-10-29,7548.03,7562.02,7490.96,7538.1,7538.1,2635923909
2025-10-30,7517.55,7596.38,7531.92,7533.21,7533.21,2934549067
2025-10-31,7558.5,7652.29,7555.32,7590.68,7590.68,2893240577
2025-11-01,7667.45,7638.23,7586.14,7612.24,7612.24,2885319640
2025-11-02,7518.15,7489.93,7472.2,7475.42,7475.42,3503676936
2025-11-03,7528.04,7673.4,7484.77,7524.3,7524.3,3025620010
2025-11-04,7402.29,7506.09,7395.06,7424.31,7424.31,3526968197
2025-11-05,7382.69,7406.87,7286.34,7395.11,7395.11,3023505503
2025-11-06,7382.8,7513.31,7313.02,7380.75,7380.75,3438065394
2025-11-07,7177.8,7184.82,7108.71,7168.92,7168.92,3430156122
2025-11-08,7154.55,7387.07,7140.08,7164.91,7164.91,3465393258
2025-11-09,7232.44,7269.59,7098.48,7216.2,7216.2,2145266109
